"_id","accountId","user","name","avatarId","platform","createdAt","updatedAt"
"621f79cf95a79aa51435b300","388384931102982154","61ef29cf102583655ce10ab5","kristofer#1475","3440e2d538667bd79a18bb5a1fa7d4ef","DISCORD","2022-03-02T14:06:02.953Z","2023-04-18T16:26:33.982Z"
"621f79cf95a79aa51435b361","480128711941685289","622762936cf31bb86aeab3d6","Mount Manu#3530","5574b10c078cce8f404d26d08c2b3cdb","DISCORD","2022-03-02T14:06:02.956Z","2022-06-14T22:00:42.057Z"
"621f79cf95a79aa51435b3c3","686955086941126683","6246f54a71e68891991a30d8","akrtws (TE Academy)#4246","7aaeae2f15035eb415bb51aaf9ad0878","DISCORD","2022-03-02T14:06:02.958Z","2022-06-12T22:10:42.593Z"
"621f79cf95a79aa51435b3f9","523401372188540939","62497e0d71e68891991c25ed","markop#2007","e27a1206f2c51f580ab44554c65109f7","DISCORD","2022-03-02T14:06:02.960Z","2022-06-07T16:58:00.483Z"
"621f79cf95a79aa51435b3ff","692168538181599232","625db26f71e6889199340c2d","mateodaza#3156","5bb4158c7b7e6ebbb24d163e59150384","DISCORD","2022-03-02T14:06:02.960Z","2022-04-24T14:25:12.473Z"
"621f79cf95a79aa51435b42a","655144629481635841","61f0839d102583655ce15a56","AmwFund#0979","67b40701b6568cef805b1a099eaa2614","DISCORD","2022-03-02T14:06:02.961Z","2022-06-13T03:40:01.349Z"
"621f79cf95a79aa51435b4be","757751905140211833","6247cf0d71e68891991ae1b7","🐙Musashi13#5579","a_f15c00770e599ffeb0f78ecf42f53cdb","DISCORD","2022-03-02T14:06:02.968Z","2022-04-02T04:20:29.913Z"
"621f79cf95a79aa51435b4c1","373871853019594752","6260235971e688919937497b","ZER8🧠#9093","0ab76041380ae397aaecd68017b9aaf1","DISCORD","2022-03-02T14:06:02.968Z","2022-06-06T08:33:16.534Z"
"621f79cf95a79aa51435b4cc","288019500132073472","61f2a963102583655ce1d137","divine_comedian#5493","f2a7e7eb583ccb9397f85406a3962ec3","DISCORD","2022-03-02T14:06:02.968Z","2022-06-15T18:56:38.747Z"
"621f79d095a79aa51435b5a8","841089783324213278","628b6a5bb9525fb4ac96d07d","Alp#3768","becbeb030b2bbc7ed154054513d0be4e","DISCORD","2022-03-02T14:06:02.997Z","2022-05-23T11:04:59.043Z"
"621f79d095a79aa51435b5a9","800813072196435989",,"Lewwwk#4227","3bf1aecb7c5eafbb09c5e852997b90cb","DISCORD","2022-03-02T14:06:02.997Z","2022-03-02T14:06:12.130Z"
"621f79d095a79aa51435b5b8","676517295643820032","6272b0d0d6f46f43ffe285f9","sem(🌸,🐝)#0161","bfcde0fd88f9b8e9c184906a5080c128","DISCORD","2022-03-02T14:06:02.998Z","2022-06-12T22:23:05.208Z"
"621f79d095a79aa51435b5c8","587095069115285524","622394ad6cf31bb86ae8d9f7","acidlazzer#5796","bac9adf3725ba0e07412d9282ed1b35c","DISCORD","2022-03-02T14:06:02.998Z","2022-06-15T19:01:46.329Z"
"621f79d095a79aa51435b5d7","434632218246381569","62598fe771e68891992f3fce","santigs#9769","ecb10317edc17d2e273d2404cc6f6a52","DISCORD","2022-03-02T14:06:02.999Z","2022-06-09T18:23:24.819Z"
"621f79d095a79aa51435b5e0","466370740468318208","62703a8e71e68891994cda7d","solsista#5370","8e1527bd1816443128bb26787073be8b","DISCORD","2022-03-02T14:06:02.999Z","2022-06-12T21:54:23.657Z"
"621f79d095a79aa51435b5e9","770813150672846868","625dd1ec71e6889199343232","Letty#5399","741c1631eca0dfb9ef3ebb85376ae2f0","DISCORD","2022-03-02T14:06:03.000Z","2022-06-13T16:10:57.181Z"
"621f79d095a79aa51435b634","714915268329078894","61f15bb3102583655ce188fc","Nuggan#5183","ad7a1114be28156238c6ccca368d16a5","DISCORD","2022-03-02T14:06:03.000Z","2022-06-15T18:56:39.996Z"
"621f79d095a79aa51435b74c","837780387988111412","625833f671e68891992d9be6","mafer_cordovas#1034","d0634dcb15e6afaf05f164da1e0dd1eb","DISCORD","2022-03-02T14:06:03.012Z","2022-05-27T15:09:10.957Z"
"621f79d095a79aa51435b751","756512973870203011","6260cb8d71e68891993885c1","trangnv#2156","c9182f7eb03a2d2af6cccaba35717984","DISCORD","2022-03-02T14:06:03.012Z","2022-04-21T03:12:13.567Z"
"621f79d095a79aa51435b75a","815296222167695370",,"jukren#8803","88d5d9f107d1ab6ae07bb59291ccca88","DISCORD","2022-03-02T14:06:03.012Z","2022-03-02T14:06:08.954Z"
"621f79d095a79aa51435b75b","869989877960298536","625c848f71e6889199328ab3","Yineisy Mota#1449","2d19ec6c82aec9e8454392c2fe40b54b","DISCORD","2022-03-02T14:06:03.012Z","2022-05-05T21:28:47.332Z"
"621f79d095a79aa51435b75c","429611433685417986","625ee85271e6889199356c64","mheuer#9922","a7d2816e62fb6d618fb49e769533ad5c","DISCORD","2022-03-02T14:06:03.012Z","2022-04-28T18:08:31.034Z"
"621f79d095a79aa51435b789","778446953004007475","6248fe2471e68891991bd755","ALOYSIOUS#3049","66df964f1e36116bca7844247c896564","DISCORD","2022-03-02T14:06:03.013Z","2022-06-13T01:27:13.572Z"
"621f79d095a79aa51435b793","181200150608216064",,"adnfx2#9648",,"DISCORD","2022-03-02T14:06:03.015Z","2022-03-02T14:06:10.239Z"
"621f79d195a79aa51435b7c9","759534214025707621","61f16924102583655ce18cbc","shawn#7046","c5fe31cb24940ae4caf62f8df230ea66","DISCORD","2022-03-02T14:06:03.017Z","2022-04-19T10:51:01.568Z"
"621f79d195a79aa51435b827","839884825501761626","6265236771e68891993ddd9b","Ekeneodigwe#1502","98cd3acbbc69419ae989513d88504ffd","DISCORD","2022-03-02T14:06:03.021Z","2022-04-24T10:16:07.673Z"
"621f79d195a79aa51435b84b","532764098107146252",,"Caeser (PST)#0046","6c652f3d6ba6ab1fd1a349fa8300332b","DISCORD","2022-03-02T14:06:03.022Z","2022-04-13T13:28:40.087Z"
"621f79d195a79aa51435b84d","757538793489301614",,"Paula I Peh Kah#8497","c4bb93fffa6c8444254aaa23d9d0e357","DISCORD","2022-03-02T14:06:03.022Z","2022-03-02T14:06:15.671Z"
"621f79d195a79aa51435b85a","681157547482153011",,"EvoMensch#5604","4e9ce1588d5987d2087058a058750605","DISCORD","2022-03-02T14:06:03.022Z","2022-04-13T13:28:37.390Z"
"621f79d195a79aa51435b8a4","659828514924658688","625ed80171e6889199354d55","ygg_anderson#4998","dd3da91acbb1b0a8f23b7547a0556653","DISCORD","2022-03-02T14:06:03.024Z","2022-06-14T22:00:42.414Z"
"621f79d195a79aa51435b94e","530682470232883210","6227690a6cf31bb86aeac32d","innov8tor3#3988","193353ccfcbc44b9892dbb7a5862c455","DISCORD","2022-03-02T14:06:03.027Z","2022-06-13T03:39:59.472Z"
"621f79d195a79aa51435b951","760638567562477649",,"Jolie_Ze#0295","b94249f069858a802657ce9fa0d328e9","DISCORD","2022-03-02T14:06:03.027Z","2022-04-13T13:28:38.345Z"
"621f79d195a79aa51435b96f","762291726768799774","6246f4bc71e68891991a3080","freshelle#9882","ce7c9ccea0e50cfb0a6aecb9ca30d038","DISCORD","2022-03-02T14:06:03.028Z","2022-06-13T03:40:02.796Z"
"621f79d295a79aa51435bb4d","815645395191070730",,"thiago.rossi#1714","9b9aaebb8329651e34aad47a1d017bf8","DISCORD","2022-03-02T14:06:03.035Z","2022-06-09T18:02:47.192Z"
"621f79d295a79aa51435bba4","563686358695149569",,"bitsikka#8855","553454111a3db8590dead559c1e4dba5","DISCORD","2022-03-02T14:06:03.037Z","2022-04-19T10:50:55.815Z"
"621f79d295a79aa51435bbaf","882844327414468618",,"daojoiner#9356","81d5a0bfb0b9fc0f866d5609e0d23a40","DISCORD","2022-03-02T14:06:03.037Z","2022-03-02T14:06:03.037Z"
"621f79d295a79aa51435bc37","379260345228722176","61f13fd3102583655ce182e5","Mettodo#7010","8c32dc39634d530e713bcd2eaefcef57","DISCORD","2022-03-02T14:06:03.041Z","2022-04-13T13:28:40.678Z"
"621f79d395a79aa51435be2e","746815277513048144",,"xm3van#0929",,"DISCORD","2022-03-02T14:06:03.066Z","2022-06-02T17:47:34.145Z"
"621f79d395a79aa51435c019","809429306622345287",,"patogit | Akik Takat#7853","0c5b1e33eede67a4e729538884542cde","DISCORD","2022-03-02T14:06:03.105Z","2022-03-02T14:06:11.699Z"
"621f79d495a79aa51435c160","886125122556141588","625d31e871e6889199333e81","amanwithwings#0165","9e649a9bbd82727ea0ffb8faf7ab3a0a","DISCORD","2022-03-02T14:06:03.110Z","2022-04-18T09:39:52.194Z"
"621f79d495a79aa51435c167","342966331441938442","62649d8471e68891993d55d4","rdfbbx#6437","c2e3d3cd0b66980887cc383f5ee69937","DISCORD","2022-03-02T14:06:03.110Z","2022-04-29T12:44:36.969Z"
"621f79d495a79aa51435c19e","768093640026226708","62600a7071e68891993713b5","Stefano#8400","520f2543ec69aec9a5aa9416a536ba35","DISCORD","2022-03-02T14:06:03.110Z","2022-04-20T13:28:16.114Z"
"621f79d495a79aa51435c33f","249005209710362624","624f19b571e6889199230053","durgadas#9280","fd52223eb3a60649ccd2e83b04f65f61","DISCORD","2022-03-02T14:06:03.116Z","2022-06-14T21:34:40.863Z"
"621f79d495a79aa51435c340","604841131674435604",,"Juliet Ӿ LexyLab#6742","472918b2b5e8b5e1424259c982c62f4b","DISCORD","2022-03-02T14:06:03.117Z","2022-03-02T14:06:03.117Z"
"621f79d495a79aa51435c399","766413634607775774","62477ea171e68891991aac69","Rohekbenitez#8753","a_814e4777b063a67c0fb225bbd2455cef","DISCORD","2022-03-02T14:06:03.119Z","2022-06-13T03:40:03.127Z"
"621f79d495a79aa51435c459","692367215621701695","6261a4b371e688919939fd5e","MS#4235","bb7c96d7fe66a1fbbfd69e47b4efa3bf","DISCORD","2022-03-02T14:06:03.122Z","2022-04-21T18:38:43.072Z"
"621f79d595a79aa51435c478","396397812037713924",,"johann#1308","2427a1547d9770429f692b00cf35d245","DISCORD","2022-03-02T14:06:03.122Z","2022-04-13T13:28:36.470Z"
"621f79d595a79aa51435c47a","708865402943438929",,"BK#7471","aa8bbfed9632c159c162bd07aca4d05c","DISCORD","2022-03-02T14:06:03.122Z","2022-04-13T13:28:36.442Z"
"621f79d595a79aa51435c5ff","343470788491476992","61f2b65f102583655ce1f41f","GideonRo#3175","4ee572be9bb18b06c9292a97a2016cee","DISCORD","2022-03-02T14:06:03.132Z","2022-06-14T22:00:40.662Z"
"621f79d595a79aa51435c6d8","805467270762856490","62211eae95a79aa51436f8c1","bends#3537","a8cb02682bdcc263545a6fe1cf21de89","DISCORD","2022-03-02T14:06:03.137Z","2022-06-13T03:40:04.509Z"
"621f79d595a79aa51435c792","371606921733603329","61f54e58102583655ce2893a","bfa#7705","23b91976fa83f5f1609c897302077b9b","DISCORD","2022-03-02T14:06:03.145Z","2022-04-13T13:28:39.919Z"
"621f79d695a79aa51435c7b0","633708951447535616","62756c77d6f46f43ffe66503","LBS#6541","fa32450586a44254683a9734116bdeca","DISCORD","2022-03-02T14:06:03.145Z","2022-06-02T09:09:44.680Z"
"621f79d695a79aa51435c7d2","250086586450968576",,"mZ#3472","47dfdb0a34918f2e6a1abcf362dd8cc4","DISCORD","2022-03-02T14:06:03.146Z","2022-04-28T17:10:24.817Z"
"621f79d695a79aa51435c8df","765317807952494634","625ed40b71e6889199354952","heater#9765","a29fb330106d63ec6107dc05e76a0fc9","DISCORD","2022-03-02T14:06:03.149Z","2022-05-04T20:16:29.976Z"
"621f79d695a79aa51435c961","775821730412757024","62a7874db85a03696d531969","WhyldWanderer#7002","8ca2addd0b28117f4d61e08cb548e5fd","DISCORD","2022-03-02T14:06:03.151Z","2022-06-13T18:51:57.235Z"
"621f79d695a79aa51435c96b","587970330778140688",,"jon.s#3107",,"DISCORD","2022-03-02T14:06:03.151Z","2022-03-02T14:06:14.667Z"
"621f79d695a79aa51435c977","453867647164219393",,"UncleBimBim#1401",,"DISCORD","2022-03-02T14:06:03.151Z","2022-03-02T14:06:17.307Z"
"621f79d695a79aa51435c9ef","875744776828358657",,"Bob-FreeCircle#4901","0c07a8d57f2b37ed353a3bd62ea36cd2","DISCORD","2022-03-02T14:06:03.153Z","2022-03-02T14:06:03.153Z"
"621f79d795a79aa51435cafc","564974398176755712",,"Lutzar#9885","aafac8df7c5d23ccf557350b84d9f71d","DISCORD","2022-03-02T14:06:03.170Z","2022-03-02T14:06:15.538Z"
"621f79d795a79aa51435cb16","476474330352451584",,"anson parker#4296","d5ea4e12c1c2c446befb58cf5a48c3a3","DISCORD","2022-03-02T14:06:03.170Z","2022-04-17T23:17:53.720Z"
"621f79d795a79aa51435cd15","841574608313516052","6234a3c36cf31bb86af3f079","hanners717#2022","c6f990d3e5ab2a065ee7ce072048c2c0","DISCORD","2022-03-02T14:06:03.180Z","2022-05-06T14:10:33.296Z"
"621f79d795a79aa51435cd34","438466973471342593",,"divine#9879","403e4a0329dd86618509ebb29a747c44","DISCORD","2022-03-02T14:06:03.181Z","2022-03-02T14:06:16.009Z"
"621f79d795a79aa51435cd3f","735842065849647144","625eda6e71e6889199354fcd","QZ#6600","3631bc8504b1f790435c5121ed66abb3","DISCORD","2022-03-02T14:06:03.181Z","2022-04-19T15:51:10.881Z"
"621f79d795a79aa51435cd43","861513367700111360","61f1650f102583655ce18b7b","sidcode#1729","a_2192b510966b75661b83deabc917d812","DISCORD","2022-03-02T14:06:03.181Z","2022-04-13T13:28:40.550Z"
"621f79d795a79aa51435cd48","493796432130867211",,"Yashmanso#5552","2694f91889fa1f1a19c7389f6d49874f","DISCORD","2022-03-02T14:06:03.181Z","2022-03-02T14:06:03.181Z"
"621f79d795a79aa51435cdc0","229882938970341377","61f16ff2102583655ce18eca","tigeroid#2951","6428837cce6a53c1eb26d9e947d73ddf","DISCORD","2022-03-02T14:06:03.184Z","2022-04-13T13:28:39.594Z"
"621f79d795a79aa51435cdc5","371363241512927232","625ecd5a71e6889199354036","logonaut.eth#9437","6db4f0c706bd82172502c35559c105a2","DISCORD","2022-03-02T14:06:03.184Z","2022-06-06T08:33:15.916Z"
"621f79d795a79aa51435ce61","548965307817918479",,"Cesar#2892","c3b96a130c3175ff184a43c565e76743","DISCORD","2022-03-02T14:06:03.187Z","2022-03-02T14:06:18.554Z"
"621f79d895a79aa51435d01a","755383991300915290","625f77d471e6889199360913","Kojak#5611","a58e400056417f1d790deda8e41c5df0","DISCORD","2022-03-02T14:06:03.210Z","2022-06-06T08:33:19.918Z"
"621f79d895a79aa51435d032","390852698251067394",,"Max Semenchuk#3335",,"DISCORD","2022-03-02T14:06:03.210Z","2022-03-02T14:06:16.796Z"
"621f79d895a79aa51435d0ba","321011444755726337",,"NikosamA98#5909","c545d0b39aadd5d720466bed7fc925c2","DISCORD","2022-03-02T14:06:03.213Z","2022-04-13T13:28:37.835Z"
"621f79d895a79aa51435d0bc","155495761931403264","625dc15471e6889199342163","Sapote#7653","a44d431a0b083cb4ea678e20d3b03953","DISCORD","2022-03-02T14:06:03.213Z","2022-04-18T19:51:48.611Z"
"621f79d895a79aa51435d0d4","825058392300847185",,"inventandchill#7140","9cd392d338b36e512f7e94d150a851e5","DISCORD","2022-03-02T14:06:03.213Z","2022-06-02T17:48:23.429Z"
"621f79d895a79aa51435d0f6","792307840961740811",,"Fobey.eth#4516","ca5c5d09c5ad7bd398cee89ec08154b2","DISCORD","2022-03-02T14:06:03.214Z","2022-04-13T13:28:35.062Z"
"621f79d995a79aa51435d1f6","336423896599232512","625988f971e68891992f3631","r33pich33p#6906","06d14ff234b51011880510cb8be34df2","DISCORD","2022-03-02T14:06:03.219Z","2022-06-13T03:39:57.909Z"
"621f79d995a79aa51435d1f8","390056980624048128",,"Amrik#1313","6a9639868c5d271bdf4bade3af63d0b9","DISCORD","2022-03-02T14:06:03.219Z","2022-03-02T14:06:16.930Z"
"621f79d995a79aa51435d215","768973489532305428",,"Ali Pizra#7151","08da7cd37b18c21a965b594220c3cd99","DISCORD","2022-03-02T14:06:03.220Z","2022-03-02T14:06:19.247Z"
"621f79d995a79aa51435d24e","876056250654269460","625f555a71e688919935e636","graial#0787","36e04ba669c77fb6873a8a862f6928f1","DISCORD","2022-03-02T14:06:03.220Z","2022-04-20T00:35:38.726Z"
"621f79d995a79aa51435d253","217828620029132802",,"peyton#8717","6ce5b599950add5196498cd3256d94f1","DISCORD","2022-03-02T14:06:03.220Z","2022-03-02T14:06:03.220Z"
"621f79d995a79aa51435d259","753494673808424961",,"EdgarWeb3#5783","99890c193cee4c7d449b171363311322","DISCORD","2022-03-02T14:06:03.220Z","2022-04-13T13:28:38.353Z"
"621f79d995a79aa51435d2e2","699811072282066945","6261df7071e68891993a3bc4","🐙 octopus#5508","2889b63240e04f688adaccc8be74f636","DISCORD","2022-03-02T14:06:03.222Z","2022-05-27T15:09:05.294Z"
"621f79d995a79aa51435d3aa","902543185367142400","624c221971e68891991ea3ae","pat.zip (TE Academy)#5266","3485dc9d4dafd5db7ec18f6ed2979c3f","DISCORD","2022-03-02T14:06:03.225Z","2022-06-15T23:36:58.567Z"
"621f79d995a79aa51435d3ad","372372296289091586",,"dawg#6444","606bc2653fc1643dcfe2a2b298c3b4c4","DISCORD","2022-03-02T14:06:03.225Z","2022-04-13T13:28:35.083Z"
"621f79da95a79aa51435d425","898054545970700328",,"zadok7.eth#0007","a_ea29192e2e46bb48d229acbb83475f43","DISCORD","2022-03-02T14:06:03.226Z","2022-04-21T14:04:04.453Z"
"621f79da95a79aa51435d444","897541670793515071",,"AnaTech#7412","668a7b7bef1fea14f6d55d452c1a7d89","DISCORD","2022-03-02T14:06:03.227Z","2022-06-15T23:15:11.210Z"
"621f79da95a79aa51435d52a","716075819755110440","625f1e8171e688919935a698","angieberryberry#9822","d77cb3d4d73ca4c58dcc8b72389f4d82","DISCORD","2022-03-02T14:06:03.231Z","2022-06-15T23:15:10.691Z"
"621f79db95a79aa51435d70b","821774078276665375",,"vangelis#4349",,"DISCORD","2022-03-02T14:06:03.239Z","2022-04-13T13:28:36.347Z"
"621f79db95a79aa51435d72d","609265288776515584",,"Revathi#5324",,"DISCORD","2022-03-02T14:06:06.334Z","2022-03-02T14:06:11.582Z"
"621f79db95a79aa51435d72f","97663671152410624",,"davidhq#6023","df92dc7391dd2fd0e503ed10b73f50d3","DISCORD","2022-03-02T14:06:06.343Z","2022-04-13T13:28:38.971Z"
"621f79db95a79aa51435d735","291388682710024192",,"James | NEAR#0357","48b792661683f55b8dc046f144642bc6","DISCORD","2022-03-02T14:06:06.395Z","2022-03-02T14:06:17.391Z"
"621f79db95a79aa51435d737","689143973637259296",,"Renzo D5#3503","9eb03a605a92d4a24929d1325957e6ba","DISCORD","2022-03-02T14:06:06.407Z","2022-03-02T14:06:17.657Z"
"621f79db95a79aa51435d73f","494112209979310080",,"mikaelseppala#6132",,"DISCORD","2022-03-02T14:06:06.530Z","2022-03-02T14:06:13.822Z"
"621f79db95a79aa51435d749","754295268228202617",,"MehighCB#4516",,"DISCORD","2022-03-02T14:06:06.650Z","2022-03-02T14:06:08.449Z"
"621f79db95a79aa51435d74d","421698230087319558",,"nathalia#0926","6803e0f8a9aadb701dc8aeb1071f9bc2","DISCORD","2022-03-02T14:06:06.680Z","2022-03-02T14:06:09.484Z"
"621f79db95a79aa51435d750","533943968325697538",,"Amin#2164","35bf8828f46c2fc5cd1582478a2631c7","DISCORD","2022-03-02T14:06:06.704Z","2022-03-02T14:06:13.607Z"
"621f79db95a79aa51435d757","426314998822731787",,"geleeroyale#3228","e9eddf1eceb2d43b85bbfd4ad7e6901e","DISCORD","2022-03-02T14:06:06.735Z","2022-06-07T06:53:36.573Z"
"621f79db95a79aa51435d75a","343795714134114306",,"Cryptainist#8427",,"DISCORD","2022-03-02T14:06:06.788Z","2022-03-02T14:06:06.788Z"
"621f79db95a79aa51435d761","791423815765983252","624dd39771e6889199213474","AnnAnna#4694","df4af18eaed12626f2dc551763fd7ca9","DISCORD","2022-03-02T14:06:06.787Z","2022-06-12T22:24:57.037Z"
"621f79db95a79aa51435d763","471384482126233600",,"Felipe Duarte#8100","a6f1c186a73afc2f74ac50fea8e9aea7","DISCORD","2022-03-02T14:06:06.792Z","2022-03-02T14:06:17.926Z"
"621f79db95a79aa51435d766","834548116514013206",,"Atotsm#5719",,"DISCORD","2022-03-02T14:06:06.796Z","2022-04-13T13:28:37.436Z"
"621f79db95a79aa51435d76b","312779550230708225",,"gritty67#0518","956ac04ca6c6370a2e750d246f89610c","DISCORD","2022-03-02T14:06:06.802Z","2022-06-12T22:14:19.756Z"
"621f79db95a79aa51435d76d","704131286448734289",,"taxil#8577","b63a1273114b46c8be7d64666752fecc","DISCORD","2022-03-02T14:06:06.818Z","2022-05-04T20:34:39.821Z"
"621f79db95a79aa51435d770","337308591394521089",,"randomshinichi#1165","e073e51a39a4de3a9b0fe09aa775629e","DISCORD","2022-03-02T14:06:06.820Z","2022-03-02T14:06:12.988Z"
"621f79db95a79aa51435d772","813234939633336320",,"Justice#8638",,"DISCORD","2022-03-02T14:06:06.821Z","2022-03-02T14:06:11.610Z"
"621f79db95a79aa51435d778","696312429059113010",,"bettinabf#4777",,"DISCORD","2022-03-02T14:06:06.826Z","2022-03-02T14:06:07.865Z"
"621f79db95a79aa51435d7a6","543076293160206337",,"kei#9866",,"DISCORD","2022-03-02T14:06:06.978Z","2022-03-02T14:06:15.670Z"
"621f79db95a79aa51435d7b0","460149781562523650",,"elessar.eth#7945","801ce3da7d7a57f471f35f26d895deef","DISCORD","2022-03-02T14:06:06.991Z","2022-05-04T20:10:37.059Z"
"621f79db95a79aa51435d7be","796816122925285407",,"mercedesrodsim#1317","d61d0c44d4d9d5bbf97836861ca58adb","DISCORD","2022-03-02T14:06:07.022Z","2022-03-02T14:06:07.022Z"
